Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764520193,10,,Aggregated,5.100000,2.000000,6,7,8,8,9,10,11,11,17,17,17,407,129,6,6.621671995046414,2.2513749991048826,17.02229199872818,624.004914004914
1764520194,10,,Aggregated,4.900000,1.800000,6,7,8,8,9,10,11,11,17,17,17,410,130,6,6.620998782885336,2.2513749991048826,17.02229199872818,627.060975609756
1764520195,10,,Aggregated,4.700000,1.800000,6,7,8,8,9,10,11,11,17,17,17,417,132,6,6.613510191798343,2.2513749991048826,17.02229199872818,638.0191846522782
1764520196,10,,Aggregated,4.800000,1.700000,6,7,8,8,9,10,11,11,17,17,17,422,133,6,6.604758888578807,2.2513749991048826,17.02229199872818,651.6184834123222
1764520197,10,,Aggregated,4.700000,1.600000,6,7,7,8,9,10,11,11,17,17,17,426,135,6,6.585887718269795,2.2513749991048826,17.02229199872818,659.4389671361503
1764520198,10,,Aggregated,4.700000,1.500000,6,7,7,8,9,10,11,11,17,17,17,431,137,6,6.592437454722884,2.2513749991048826,17.02229199872818,652.4501160092807
1764520199,10,,Aggregated,4.900000,1.600000,6,7,7,8,9,10,11,11,17,17,17,436,138,6,6.5945124265704385,2.2513749991048826,17.02229199872818,659.052752293578
1764520200,10,,Aggregated,5.000000,1.600000,6,7,8,8,9,10,11,11,17,17,17,443,140,6,6.603056063165239,2.2513749991048826,17.02229199872818,669.3769751693002
1764520201,10,,Aggregated,4.900000,1.500000,6,7,8,8,9,10,11,11,17,17,17,448,141,6,6.595939178530281,2.2513749991048826,17.02229199872818,681.8392857142857
1764520202,10,,Aggregated,4.900000,1.500000,6,7,8,8,9,10,11,11,17,17,17,450,142,6,6.598053062181053,2.2513749991048826,17.02229199872818,685.4066666666666
1764520203,10,,Aggregated,5.000000,1.300000,6,7,8,8,9,10,11,11,17,17,17,456,142,6,6.585309493382802,2.2513749991048826,17.02229199872818,696.2631578947369
1764520204,10,,Aggregated,4.900000,1.400000,6,7,8,8,9,10,11,11,17,17,17,460,143,6,6.592596473871273,2.2513749991048826,17.02229199872818,697.1739130434783
1764520205,10,,Aggregated,5.000000,1.300000,7,7,8,8,9,10,11,11,17,17,17,466,145,6,6.611101399096193,2.2513749991048826,17.02229199872818,701.793991416309
1764520206,10,,Aggregated,5.000000,1.300000,7,7,8,8,9,10,11,11,17,17,17,470,147,6,6.610454612723031,2.2513749991048826,17.02229199872818,696.0978723404255
1764520207,10,,Aggregated,5.000000,1.300000,6,7,8,8,9,10,11,11,17,17,17,477,149,6,6.6113794590718395,2.2513749991048826,17.02229199872818,693.3102725366876
1764520208,10,,Aggregated,5.300000,1.500000,6,7,8,8,9,10,11,11,17,17,17,481,151,6,6.608519409521039,2.2513749991048826,17.02229199872818,694.4303534303534
1764520209,10,,Aggregated,4.900000,1.300000,6,7,8,8,9,10,11,11,17,17,17,487,153,6,6.58713185006289,2.2513749991048826,17.02229199872818,706.041067761807
1764520210,10,,Aggregated,4.900000,1.300000,6,7,8,8,9,10,11,11,17,17,17,490,154,6,6.594864375475314,2.2513749991048826,17.02229199872818,701.9285714285714
1764520211,10,,Aggregated,5.000000,1.500000,6,7,8,8,9,10,11,11,17,17,17,495,155,6,6.601493185823501,2.2513749991048826,17.02229199872818,708.3555555555556
1764520212,10,,Aggregated,4.900000,1.400000,7,7,8,8,9,10,11,11,17,17,17,500,156,6,6.612679505964479,2.2513749991048826,17.02229199872818,714.968
1764520213,10,,Aggregated,4.700000,1.500000,7,7,8,8,9,10,11,11,17,17,17,505,158,7,6.630293570268994,2.2513749991048826,17.02229199872818,714.6019801980198
1764520214,10,,Aggregated,5.000000,1.500000,7,7,8,8,9,10,11,11,17,17,17,511,159,7,6.636714209373609,2.2513749991048826,17.02229199872818,725.3933463796477
1764520215,10,,Aggregated,4.900000,1.600000,7,7,8,8,9,10,11,11,17,17,17,513,160,7,6.633268686139763,2.2513749991048826,17.02229199872818,729.120857699805
1764520216,10,,Aggregated,4.900000,1.700000,7,7,8,8,9,10,11,11,17,17,17,519,160,7,6.633662497090764,2.2513749991048826,17.02229199872818,752.9768786127167
1764520217,10,,Aggregated,4.900000,1.500000,7,7,8,8,9,10,11,11,17,17,17,523,161,7,6.62934456977556,2.2513749991048826,17.02229199872818,754.0860420650096
1764520218,10,,Aggregated,4.300000,1.300000,7,7,8,8,9,10,11,11,17,17,17,528,162,7,6.626930242412003,2.2513749991048826,17.02229199872818,766.0965909090909
1764520219,10,,Aggregated,4.800000,1.300000,6,7,8,8,9,10,11,11,17,17,17,535,166,6,6.629175549524942,2.2513749991048826,17.02229199872818,756.5588785046729
1764520220,10,,Aggregated,4.800000,1.300000,7,7,8,8,9,10,11,11,17,17,17,541,169,7,6.633662972263175,2.2513749991048826,17.02229199872818,754.6247689463955
1764520221,10,,Aggregated,4.900000,1.200000,7,7,8,8,9,10,11,11,17,17,17,547,170,7,6.632979815346484,2.2513749991048826,17.02229199872818,770.9305301645338
1764520222,10,,Aggregated,4.800000,1.300000,7,7,8,8,9,10,11,11,17,17,17,552,170,7,6.633444597816602,2.2513749991048826,17.02229199872818,782.4927536231884
1764520223,10,,Aggregated,4.900000,1.400000,7,7,8,8,9,10,11,11,17,17,17,557,171,7,6.628589768395359,2.2513749991048826,17.02229199872818,787.7755834829444
1764520224,10,,Aggregated,5.000000,1.400000,7,7,8,8,9,10,11,11,17,17,17,563,174,7,6.6174421261079335,2.2513749991048826,17.02229199872818,797.3001776198935
1764520225,10,,Aggregated,5.200000,1.300000,7,7,8,8,9,10,11,11,17,17,17,568,174,7,6.626138058097022,2.2513749991048826,17.02229199872818,808.0352112676056
1764520226,10,,Aggregated,5.300000,1.300000,7,7,8,8,9,10,11,11,17,17,17,573,178,7,6.615198661429261,2.2513749991048826,17.02229199872818,806.9947643979058
1764520227,10,,Aggregated,5.200000,1.500000,6,7,8,8,9,10,11,11,17,17,17,579,178,6,6.605471575130336,2.2513749991048826,17.02229199872818,810.5544041450777
1764520228,10,,Aggregated,5.500000,1.400000,6,7,8,8,9,10,11,11,17,17,17,583,180,6,6.601322684390361,2.2513749991048826,17.02229199872818,816.5300171526586
1764520229,10,,Aggregated,5.200000,1.700000,7,7,8,8,9,10,11,11,17,17,17,586,181,6,6.606793872009672,2.2513749991048826,17.02229199872818,818.2235494880546
1764520230,10,,Aggregated,5.400000,1.600000,7,7,8,8,9,10,11,11,17,17,17,593,183,7,6.6158046003361735,2.2513749991048826,17.02229199872818,820.3220910623946
